Denumire,CUI,CAEN,Adresa,SF_AN,Active imobilizate,Active circulante,Stocuri,Creante,Casa si conturi la banci,Cheltuieli in avans,Datorii,Venituri in avans,Provizioane,Capitaluri,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,Venituri totale,Cheltuieli totale,Profit brut,Pierdere bruta,Profit net,Pierdere neta,Numar mediu de salariati
KEZIA TRADE SRL,9621451,4711,"Municipiul Oradea, B-DUL STEFAN CEL MARE, Nr. 134, Bloc B39, Apartament 4, Județ Bihor",2017,0,83383,80795,2255,333,0,121204,0,0,-37821,200,0,0,0,316,0,316,0,316,0
KEZIA TRADE SRL,9621451,4711,"Municipiul Oradea, B-DUL STEFAN CEL MARE, Nr. 134, Bloc B39, Apartament 4, Județ Bihor",2019,0,83183,80795,2293,95,0,121205,0,0,-38022,200,0,0,0,100,0,100,0,100,0
AURODOINA COM SRL,5795811,4711,"Municipiul Oradea, Calea ARADULUI, Nr. 55, Bloc D39, Apartament 3, Județ Bihor",2016,49254,74904,,37564,37340,,2175,,,121983,260,,57110,57110,50265,6845,0,5703,0,1
AURODOINA COM SRL,5795811,4711,"Municipiul Oradea, Calea ARADULUI, Nr. 55, Bloc D39, Apartament 3, Județ Bihor",2017,48468,91826,,36570,55256,,7297,2310,,130687,260,,62381,62381,53052,9329,0,8705,0,1
AURODOINA COM SRL,5795811,4711,"Municipiul Oradea, Calea ARADULUI, Nr. 55, Bloc D39, Apartament 3, Județ Bihor",2019,46897,121381,,36569,84812,,8550,2389,,157339,260,,80226,80226,60508,19718,0,18916,0,1
ZOT GALANT SOCIETATE IN NUME COLECTIV,48386,4711,"Municipiul Oradea, STR. LEONARDO DA VINCI, Nr. 24/B, Bloc PC32, Apartament 8, Județ Bihor",2016,,1245,1199,,46,,6950,,,-5705,2,,0,0,,0,0,0,0,0
ZOT GALANT SOCIETATE IN NUME COLECTIV,48386,4711,"Municipiul Oradea, STR. LEONARDO DA VINCI, Nr. 24/B, Bloc PC32, Apartament 8, Județ Bihor",2018,,1245,1199,,46,,6950,,,-5705,2,,0,0,,0,0,0,0,0
ZOT GALANT SOCIETATE IN NUME COLECTIV,48386,4711,"Municipiul Oradea, STR. LEONARDO DA VINCI, Nr. 24/B, Bloc PC32, Apartament 8, Județ Bihor",2019,,0,0,,0,,6904,,,-6904,2,,0,0,1199,0,1199,0,1199,0
ZOT GALANT SOCIETATE IN NUME COLECTIV,48386,4711,"Municipiul Oradea, STR. LEONARDO DA VINCI, Nr. 24/B, Bloc PC32, Apartament 8, Județ Bihor",2017,,1245,1199,,46,,6950,,,-5705,2,,,0,,0,0,0,0,
TELCOB EXIM SRL,9358585,4711,"Municipiul Oradea, Str. LAPUSULUI, Nr. 27/A, Bloc Q112, Apartament 6, Județ Bihor",2018,16596,24101,23984,,117,,260172,,,-219475,2000,,58003,58003,75919,0,17916,0,18496,2
TELCOB EXIM SRL,9358585,4711,"Municipiul Oradea, Str. LAPUSULUI, Nr. 27/A, Bloc Q112, Apartament 6, Județ Bihor",2016,16393,27623,27438,,185,,214405,,,-170389,2000,,68816,68816,86441,0,17625,0,18314,2
TELCOB EXIM SRL,9358585,4711,"Municipiul Oradea, Str. LAPUSULUI, Nr. 27/A, Bloc Q112, Apartament 6, Județ Bihor",2017,16956,30051,29912,,139,,248085,,,-201078,2000,,59042,59042,90034,0,30992,0,31582,2
DEVIAL COMEX SRL,6012560,4711,"Municipiul Oradea, Aleea CALINULUI, Nr. 12, Bloc X7, Apartament 3, Județ Bihor",2018,4734,275123,155403,119519,201,,222927,,,56930,500,,,0,,0,0,0,0,
DEVIAL COMEX SRL,6012560,4711,"Municipiul Oradea, Aleea CALINULUI, Nr. 12, Bloc X7, Apartament 3, Județ Bihor",2016,4734,275123,155403,119519,201,,222927,,,56930,500,,,0,,0,0,0,0,
DEVIAL COMEX SRL,6012560,4711,"Municipiul Oradea, Aleea CALINULUI, Nr. 12, Bloc X7, Apartament 3, Județ Bihor",2017,4734,275123,155403,119519,201,,222927,,,56930,500,,,0,0,0,0,0,0,
DEVIAL COMEX SRL,6012560,4711,"Municipiul Oradea, Aleea CALINULUI, Nr. 12, Bloc X7, Apartament 3, Județ Bihor",2019,1455,278402,155403,122798,201,,222927,,,56930,500,,,0,,0,0,0,0,
ADECRIS COM SRL,5825041,4711,"Municipiul Oradea, STR. B.P.HASDEU, Nr. 3, Județ Bihor",2018,,6612,6522,,90,,50337,,,-43725,200,,27867,27867,30184,0,2317,0,2596,1
ADECRIS COM SRL,5825041,4711,"Municipiul Oradea, STR. B.P.HASDEU, Nr. 3, Județ Bihor",2019,,4421,4179,,242,,47836,,,-43415,200,,33428,35928,35259,669,0,310,0,1
ADECRIS COM SRL,5825041,4711,"Municipiul Oradea, STR. B.P.HASDEU, Nr. 3, Județ Bihor",2017,,8208,8204,,4,,49337,,,-41129,200,,19609,19609,18591,1018,0,430,0,
ADECRIS COM SRL,5825041,4711,"Municipiul Oradea, STR. B.P.HASDEU, Nr. 3, Județ Bihor",2016,,7887,7709,,178,,49446,,,-41559,200,,19438,19438,21378,0,1940,0,2523,1
FRUCTA SRL,20062385,4711,"Municipiul Oradea, B-dul ŞTEFAN CEL MARE, Nr. 130, parter, spaţiu comercial, Bloc AN41, Județ Bihor",2018,168627,423013,43871,358990,20152,,766275,,,-174635,46200,,2280620,2282922,2336192,0,53270,0,57963,7
FRUCTA SRL,20062385,4711,"Municipiul Oradea, B-dul ŞTEFAN CEL MARE, Nr. 130, parter, spaţiu comercial, Bloc AN41, Județ Bihor",2016,160207,213491,52613,90338,70540,1025,518599,,,-143876,200,,1588347,1636663,1606428,30235,0,29167,0,6
FRUCTA SRL,20062385,4711,"Municipiul Oradea, B-dul ŞTEFAN CEL MARE, Nr. 130, parter, spaţiu comercial, Bloc AN41, Județ Bihor",2019,96310,736491,54433,649808,32250,,1002637,,,-169836,46200,,2468771,2507689,2500315,7374,0,4798,0,7
FRUCTA SRL,20062385,4711,"Municipiul Oradea, B-dul ŞTEFAN CEL MARE, Nr. 130, parter, spaţiu comercial, Bloc AN41, Județ Bihor",2017,260050,198327,33800,104759,59768,,575049,,,-116672,46200,,1963852,1967716,1984862,0,17146,0,18796,7
ABC CARA SRL,17801941,4711,"Municipiul Oradea, Str. GALILEO GALILEI, Nr. 16, Bloc X7, Apartament 2, Județ Bihor",2018,59887,38450,8838,18,29594,0,72486,0,0,25851,200,0,1145937,1148756,1120861,27895,0,16407,0,4
ABC CARA SRL,17801941,4711,"Municipiul Oradea, Str. GALILEO GALILEI, Nr. 16, Bloc X7, Apartament 2, Județ Bihor",2019,57767,92884,19282,755,72847,0,67912,0,0,82739,200,0,1288698,1291569,1221724,69845,0,56887,0,4
ABC CARA SRL,17801941,4711,"Municipiul Oradea, Str. GALILEO GALILEI, Nr. 16, Bloc X7, Apartament 2, Județ Bihor",2017,62007,27027,14200,54,12773,0,79590,0,0,9444,200,0,972453,974008,961155,12853,0,3791,0,4
ABC CARA SRL,17801941,4711,"Municipiul Oradea, Str. GALILEO GALILEI, Nr. 16, Bloc X7, Apartament 2, Județ Bihor",2016,64126,32343,22058,87,10198,0,90816,0,0,5653,200,0,878641,878915,873672,5243,0,1514,0,4
LEOMIR SRL,15884258,4711,"Municipiul Oradea, Str. LISABONEI, Nr. 11, Bloc PC54, Apartament 6, Județ Bihor",2018,2945,7209,5478,1731,,,242396,,,-232242,200,,,0,,0,0,0,0,
LEOMIR SRL,15884258,4711,"Municipiul Oradea, Str. LISABONEI, Nr. 11, Bloc PC54, Apartament 6, Județ Bihor",2016,2945,7209,5478,1731,,,242396,,,-232242,200,,,0,,0,0,0,0,
LEOMIR SRL,15884258,4711,"Municipiul Oradea, Str. LISABONEI, Nr. 11, Bloc PC54, Apartament 6, Județ Bihor",2017,2945,7209,5478,1731,,,242396,,,-232242,200,,,0,,0,0,0,0,
MARFLORION SRL,18472634,4711,"Municipiul Oradea, Str. W. SHAKESPEARE, Nr. 33, Etaj 3, Apartament 15, Județ Bihor",2017,2108,67145,66469,,676,,115673,,,-46420,200,,22679,22679,33777,0,11098,0,11560,1
MARFLORION SRL,18472634,4711,"Municipiul Oradea, Str. W. SHAKESPEARE, Nr. 33, Etaj 3, Apartament 15, Județ Bihor",2016,2658,41361,39529,,1832,,78880,,,-34861,200,,23280,24620,31018,0,6398,0,7096,1
CANDO PROD.PREST.COM.SERV. SRL,64462,4711,"Municipiul Oradea, Str. GALILEO GALILEI, Nr. 10, Bloc X 15, Apartament 1, Județ Bihor",2016,,1510,,1510,,,9710,,,-8200,210,,,0,,0,0,0,0,
CANDO PROD.PREST.COM.SERV. SRL,64462,4711,"Municipiul Oradea, Str. GALILEO GALILEI, Nr. 10, Bloc X 15, Apartament 1, Județ Bihor",2017,,1510,,1510,,,9710,,,-8200,210,,,0,,0,0,0,0,
CANDO PROD.PREST.COM.SERV. SRL,64462,4711,"Municipiul Oradea, Str. GALILEO GALILEI, Nr. 10, Bloc X 15, Apartament 1, Județ Bihor",2018,,1510,,1510,,,9710,,,-8200,210,,,0,,0,0,0,0,
CADIROMA SRL,10692766,4711,"Municipiul Oradea, Aleea POSADA, Nr. 2, Bloc RA, Scara B, Apartament 22, Județ Bihor",2018,,,,,,,15714,,,-15714,200,,,0,,0,0,0,0,
CADIROMA SRL,10692766,4711,"Municipiul Oradea, Aleea POSADA, Nr. 2, Bloc RA, Scara B, Apartament 22, Județ Bihor",2016,,,,,,,15714,,,-15714,200,,,0,,0,0,0,0,
CADIROMA SRL,10692766,4711,"Municipiul Oradea, Aleea POSADA, Nr. 2, Bloc RA, Scara B, Apartament 22, Județ Bihor",2017,,,,,,,15714,,,-15714,200,,,0,,0,0,0,0,
CADIROMA SRL,10692766,4711,"Municipiul Oradea, Aleea POSADA, Nr. 2, Bloc RA, Scara B, Apartament 22, Județ Bihor",2019,0,0,0,0,0,0,15714,0,0,-15714,200,0,0,0,0,0,0,0,0,0
TRIAROX SRL,11020208,4711,"Municipiul Oradea, Aleea PROF.ONISIFOR GHIBU, Nr. 26, Bloc QB 4, Scara B, Apartament 20, Județ Bihor",2017,,474,,474,,,3729,,,-3255,200,,,0,,0,0,0,0,
TRIAROX SRL,11020208,4711,"Municipiul Oradea, Aleea PROF.ONISIFOR GHIBU, Nr. 26, Bloc QB 4, Scara B, Apartament 20, Județ Bihor",2018,,474,,474,,,3729,,,-3255,200,,,0,,0,0,0,0,
TRIAROX SRL,11020208,4711,"Municipiul Oradea, Aleea PROF.ONISIFOR GHIBU, Nr. 26, Bloc QB 4, Scara B, Apartament 20, Județ Bihor",2016,,474,,474,,,3729,,,-3255,200,,,0,,0,0,0,0,
TRIAROX SRL,11020208,4711,"Municipiul Oradea, Aleea PROF.ONISIFOR GHIBU, Nr. 26, Bloc QB 4, Scara B, Apartament 20, Județ Bihor",2019,,474,,474,,,3729,,,-3255,200,,,0,,0,0,0,0,
NICAMAIA SRL,28288621,4711,"Municipiul Oradea, B-dul ŞTEFAN CEL MARE, Nr. 138, Bloc AN28, Etaj 8, Apartament 35, Județ Bihor",2016,,13481,13281,,200,,28337,,,-14856,200,,,0,,0,0,0,0,
NICAMAIA SRL,28288621,4711,"Municipiul Oradea, B-dul ŞTEFAN CEL MARE, Nr. 138, Bloc AN28, Etaj 8, Apartament 35, Județ Bihor",2018,,13481,13281,,200,,28337,,,-14856,200,,,0,,0,0,0,0,
NICAMAIA SRL,28288621,4711,"Municipiul Oradea, B-dul ŞTEFAN CEL MARE, Nr. 138, Bloc AN28, Etaj 8, Apartament 35, Județ Bihor",2017,,13481,13281,,200,,28337,,,-14856,200,,,0,,0,0,0,0,
"SOCIETATEA DE PRODUCTIE,COMERT,SERVICII,IMPORT-EXPORT,TRANSPORT ANGELA SRL",59881,4711,"Municipiul Oradea, STR. ARMATEI ROMANE, Nr. 14, Apartament 2, Județ Bihor",2018,77577,55467,52062,2359,1046,,162487,,,-29443,200,,,0,,0,0,0,0,0
"SOCIETATEA DE PRODUCTIE,COMERT,SERVICII,IMPORT-EXPORT,TRANSPORT ANGELA SRL",59881,4711,"Municipiul Oradea, STR. ARMATEI ROMANE, Nr. 14, Apartament 2, Județ Bihor",2017,77577,55467,52062,2359,1046,,162487,,,-29443,200,,,0,,0,0,0,0,0
"SOCIETATEA DE PRODUCTIE,COMERT,SERVICII,IMPORT-EXPORT,TRANSPORT ANGELA SRL",59881,4711,"Municipiul Oradea, STR. ARMATEI ROMANE, Nr. 14, Apartament 2, Județ Bihor",2016,77577,55467,52062,2359,1046,,162487,,,-29443,200,,,0,,0,0,0,0,0
"SOCIETATEA DE PRODUCTIE,COMERT,SERVICII,IMPORT-EXPORT,TRANSPORT ANGELA SRL",59881,4711,"Municipiul Oradea, STR. ARMATEI ROMANE, Nr. 14, Apartament 2, Județ Bihor",2019,77577,55467,52062,2359,1046,,162487,,,-29443,200,,,0,,0,0,0,0,
ALIANDRU COM SRL,5722178,4711,"Municipiul Oradea, STR. BERNARD SHAW, Nr. 1, Apartament 19, Județ Bihor",2018,,63,,,63,,670,,,-607,200,,,0,,0,0,0,0,
ALIANDRU COM SRL,5722178,4711,"Municipiul Oradea, STR. BERNARD SHAW, Nr. 1, Apartament 19, Județ Bihor",2016,,63,,,63,,670,,,-607,200,,,0,,0,0,0,0,
ALIANDRU COM SRL,5722178,4711,"Municipiul Oradea, STR. BERNARD SHAW, Nr. 1, Apartament 19, Județ Bihor",2017,,63,,,63,,670,,,-607,200,,,0,,0,0,0,0,
ALIANDRU COM SRL,5722178,4711,"Municipiul Oradea, STR. BERNARD SHAW, Nr. 1, Apartament 19, Județ Bihor",2019,,63,,,63,,670,,,-607,200,,,0,,0,0,0,0,
RETEK COM SRL,9276396,4711,"Municipiul Oradea, STR. CONSTANTIN NOICA, Nr. 30, Bloc AN30, Apartament 11, Județ Bihor",2018,,1867,1820,,47,,9048,,,-7181,200,,,0,,0,0,0,0,
RETEK COM SRL,9276396,4711,"Municipiul Oradea, STR. CONSTANTIN NOICA, Nr. 30, Bloc AN30, Apartament 11, Județ Bihor",2017,,1867,1820,,47,,9048,,,-7181,200,,,0,,0,0,0,0,
RETEK COM SRL,9276396,4711,"Municipiul Oradea, STR. CONSTANTIN NOICA, Nr. 30, Bloc AN30, Apartament 11, Județ Bihor",2016,,1867,1820,,47,,9048,,,-7181,200,,,0,,0,0,0,0,
EURO SUPER MARKET SRL,3340660,4711,"Municipiul Oradea, STR. GHEORGHE DOJA, Nr. 91, Județ Bihor",2016,,,,,,,199,,,-199,200,,0,0,,0,0,0,0,
EURO SUPER MARKET SRL,3340660,4711,"Municipiul Oradea, STR. GHEORGHE DOJA, Nr. 91, Județ Bihor",2018,,,,,,,199,,,-199,200,,0,0,,0,0,0,0,
EURO SUPER MARKET SRL,3340660,4711,"Municipiul Oradea, STR. GHEORGHE DOJA, Nr. 91, Județ Bihor",2019,,,,,,,199,,,-199,200,,0,0,0,0,0,0,0,
EURO SUPER MARKET SRL,3340660,4711,"Municipiul Oradea, STR. GHEORGHE DOJA, Nr. 91, Județ Bihor",2017,,,,,,,0,,,0,,,,0,,0,0,0,0,
RELICOR IMPEX SRL,56672,4711,"Municipiul Oradea, STR. IOAN CIORDAS, Nr. 5, Județ Bihor",2018,,4,,,4,,232,,,-228,200,,,0,,0,0,0,0,
RELICOR IMPEX SRL,56672,4711,"Municipiul Oradea, STR. IOAN CIORDAS, Nr. 5, Județ Bihor",2017,,4,,,4,,232,,,-228,200,,,0,,0,0,0,0,
RELICOR IMPEX SRL,56672,4711,"Municipiul Oradea, STR. IOAN CIORDAS, Nr. 5, Județ Bihor",2016,,4,,,4,,232,,,-228,200,,,0,,0,0,0,0,
DORNEL COMSERV SRL,2717347,4711,"Municipiul Oradea, STR. LEONARDO DA VINCI, Nr. 30/C, Bloc PC 156, Apartament 4, Județ Bihor",2016,,,,,,318,20360,,,-20042,200,,,0,,0,0,0,0,
DORNEL COMSERV SRL,2717347,4711,"Municipiul Oradea, STR. LEONARDO DA VINCI, Nr. 30/C, Bloc PC 156, Apartament 4, Județ Bihor",2017,,,,,,318,20360,,,-20042,200,,,0,,0,0,0,0,
DORNEL COMSERV SRL,2717347,4711,"Municipiul Oradea, STR. LEONARDO DA VINCI, Nr. 30/C, Bloc PC 156, Apartament 4, Județ Bihor",2018,,,,,,318,20360,,,-20042,200,,,0,,0,0,0,0,
DORNEL COMSERV SRL,2717347,4711,"Municipiul Oradea, STR. LEONARDO DA VINCI, Nr. 30/C, Bloc PC 156, Apartament 4, Județ Bihor",2019,,,,,,318,20360,,,-20042,200,,,0,,0,0,0,0,
ALBINO EXIM SRL,4715733,4711,"Municipiul Oradea, STR. NICOLAE BALCESCU, Nr. 9, Bloc D47, Apartament 55, Județ Bihor",2016,,1646,991,650,5,,5065,,,-3419,200,,,0,,0,0,0,0,
VALROMEX SRL,6462858,4711,"Municipiul Oradea, STR. ONESTILOR, Nr. 4, Bloc D 32, Apartament 6, Județ Bihor",2016,,18,,,18,,0,,,18,200,,,0,,0,0,0,0,
VALROMEX SRL,6462858,4711,"Municipiul Oradea, STR. ONESTILOR, Nr. 4, Bloc D 32, Apartament 6, Județ Bihor",2018,,18,,,18,,0,,,18,200,,,0,,0,0,0,0,
VALROMEX SRL,6462858,4711,"Municipiul Oradea, STR. ONESTILOR, Nr. 4, Bloc D 32, Apartament 6, Județ Bihor",2017,,18,,,18,,0,,,18,200,,,0,,0,0,0,0,
VALROMEX SRL,6462858,4711,"Municipiul Oradea, STR. ONESTILOR, Nr. 4, Bloc D 32, Apartament 6, Județ Bihor",2019,,18,,,18,,0,,,18,200,,,0,,0,0,0,0,
GOLDENSTAR EXIM SRL,8095448,4711,"Municipiul Oradea, STR. REPUBLICII, Nr. 63, Județ Bihor",2016,710,12979,12959,20,,,21114,,,-7425,210,,,0,,0,0,0,0,
GOLDENSTAR EXIM SRL,8095448,4711,"Municipiul Oradea, STR. REPUBLICII, Nr. 63, Județ Bihor",2018,710,12979,12959,20,,,21114,,,-7425,210,,0,0,0,0,0,0,0,
GOLDENSTAR EXIM SRL,8095448,4711,"Municipiul Oradea, STR. REPUBLICII, Nr. 63, Județ Bihor",2017,710,12979,12959,20,,,21114,,,-7425,210,,0,0,,0,0,0,0,
GOLDENSTAR EXIM SRL,8095448,4711,"Municipiul Oradea, STR. REPUBLICII, Nr. 63, Județ Bihor",2019,710,12979,12959,20,,,21114,,,-7425,210,,0,0,0,0,0,0,0,
BUSTEA SABIN SOCIETATE IN COMANDITA SIMPLA,58665,4711,"Municipiul Oradea, STR. ROMAN CIOROGARIU, Nr. 79, Județ Bihor",2018,,12,,12,,14,788,,,-762,6,,,0,198,0,198,0,198,
BUSTEA SABIN SOCIETATE IN COMANDITA SIMPLA,58665,4711,"Municipiul Oradea, STR. ROMAN CIOROGARIU, Nr. 79, Județ Bihor",2016,,12,,12,,14,590,,,-564,6,,,0,,0,0,0,0,
BUSTEA SABIN SOCIETATE IN COMANDITA SIMPLA,58665,4711,"Municipiul Oradea, STR. ROMAN CIOROGARIU, Nr. 79, Județ Bihor",2019,,,,,,,938,,,-938,6,,,0,177,0,177,0,177,
BUSTEA SABIN SOCIETATE IN COMANDITA SIMPLA,58665,4711,"Municipiul Oradea, STR. ROMAN CIOROGARIU, Nr. 79, Județ Bihor",2017,,12,,12,,14,590,,,-564,,,,0,,0,0,0,0,
FESPIN IMPEX SRL,5753077,4711,"Municipiul Oradea, STR. TUBEROZELOR, Nr. 18, Județ Bihor",2018,,9299,8821,471,7,,7396,,,1903,200,,,0,,0,0,0,0,
FESPIN IMPEX SRL,5753077,4711,"Municipiul Oradea, STR. TUBEROZELOR, Nr. 18, Județ Bihor",2016,,9299,8821,471,7,,7396,,,1903,200,,,0,,0,0,0,0,
FESPIN IMPEX SRL,5753077,4711,"Municipiul Oradea, STR. TUBEROZELOR, Nr. 18, Județ Bihor",2017,,9299,8821,471,7,,7396,,,1903,200,,,0,,0,0,0,0,
FESPIN IMPEX SRL,5753077,4711,"Municipiul Oradea, STR. TUBEROZELOR, Nr. 18, Județ Bihor",2019,,9299,8821,471,7,,7396,,,1903,200,,,0,,0,0,0,0,
ATOMIS CONSTRUCTII SRL,3652335,4711,"Municipiul Oradea, Str. ADY ENDRE, Nr. 34, Județ Bihor",2016,16560,,,,,,51855,,,-35295,200,,,0,,0,0,0,0,
ATOMIS CONSTRUCTII SRL,3652335,4711,"Municipiul Oradea, Str. ADY ENDRE, Nr. 34, Județ Bihor",2018,17006,,,,,,51855,,,-34849,200,,,0,,0,0,0,0,
ATOMIS CONSTRUCTII SRL,3652335,4711,"Municipiul Oradea, Str. ADY ENDRE, Nr. 34, Județ Bihor",2017,16560,,,,,,51855,,,-35295,200,,,0,,0,0,0,0,
ATOMIS CONSTRUCTII SRL,3652335,4711,"Municipiul Oradea, Str. ADY ENDRE, Nr. 34, Județ Bihor",2019,17006,,,,,,51855,,,-34849,200,,,0,,0,0,0,0,
BOBDOR IMPEX SRL,6190346,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 25, Județ Bihor",2018,,99835,,99823,12,,119,,,99716,200,,,0,,0,0,0,0,
BOBDOR IMPEX SRL,6190346,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 25, Județ Bihor",2016,,99835,,99823,12,,119,,,99716,200,,,0,,0,0,0,0,
BOBDOR IMPEX SRL,6190346,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 25, Județ Bihor",2017,,99835,,99823,12,,119,,,99716,200,,,0,,0,0,0,0,
BOBDOR IMPEX SRL,6190346,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 25, Județ Bihor",2019,,99835,,99823,12,,119,,,99716,200,,,0,,0,0,0,0,
CALEDONIA COM SRL,10357648,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 7, Bloc D 34, Apartament 2, Județ Bihor",2016,,133,,124,9,,65368,,,-65235,200,,0,0,,0,0,0,0,
CALEDONIA COM SRL,10357648,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 7, Bloc D 34, Apartament 2, Județ Bihor",2018,,133,,124,9,,65368,,,-65235,200,,0,0,,0,0,0,0,
CALEDONIA COM SRL,10357648,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 7, Bloc D 34, Apartament 2, Județ Bihor",2017,,133,,124,9,,65368,,,-65235,200,,0,0,,0,0,0,0,
CALEDONIA COM SRL,10357648,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 7, Bloc D 34, Apartament 2, Județ Bihor",2019,,133,,124,9,,65368,,,-65235,200,,0,0,,0,0,0,0,
DARIBEA SRL,18358606,4711,"Municipiul Oradea, Str. BUSUIOCULUI, Nr. 6, biroul 1, Județ Bihor",2017,,147,,113,34,,1767,,,-1620,200,,,0,179,0,179,0,179,
DARIBEA SRL,18358606,4711,"Municipiul Oradea, Str. BUSUIOCULUI, Nr. 6, biroul 1, Județ Bihor",2018,,159,,113,46,,2250,,,-2091,200,,,0,471,0,471,0,471,
DARIBEA SRL,18358606,4711,"Municipiul Oradea, Str. BUSUIOCULUI, Nr. 6, biroul 1, Județ Bihor",2019,,121,,113,8,,2450,,,-2329,200,,,0,238,0,238,0,238,
DARIBEA SRL,18358606,4711,"Municipiul Oradea, Str. BUSUIOCULUI, Nr. 6, biroul 1, Județ Bihor",2016,,276,,114,162,,1717,,,-1441,200,,,0,,0,0,0,0,
MINUCA SRL,13836149,4711,"Municipiul Oradea, Str. CAZABAN, Nr. 32, Bloc AN211, Scara A, Apartament 8, Județ Bihor",2018,,,,,,,95743,,,-95743,200,,,0,,0,0,0,0,
MINUCA SRL,13836149,4711,"Municipiul Oradea, Str. CAZABAN, Nr. 32, Bloc AN211, Scara A, Apartament 8, Județ Bihor",2016,,,,,,,95743,,,-95743,200,,,0,,0,0,0,0,
MINUCA SRL,13836149,4711,"Municipiul Oradea, Str. CAZABAN, Nr. 32, Bloc AN211, Scara A, Apartament 8, Județ Bihor",2017,,,,,,,95743,,,-95743,200,,,0,,0,0,0,0,
VIANOMIS SRL,18445613,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 9, Bloc X13, Apartament 40, Județ Bihor",2016,,39,,39,,,7404,,,-7365,200,,,0,200,0,200,0,200,
VIANOMIS SRL,18445613,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 9, Bloc X13, Apartament 40, Județ Bihor",2017,,39,,39,,,7604,,,-7565,200,,,0,200,0,200,0,200,
VIANOMIS SRL,18445613,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 9, Bloc X13, Apartament 40, Județ Bihor",2018,,39,,39,,,7944,,,-7905,200,,,0,340,0,340,0,340,
VIANOMIS SRL,18445613,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 9, Bloc X13, Apartament 40, Județ Bihor",2019,,39,,39,,,8344,,,-8305,200,,,0,400,0,400,0,400,
MILFAV COMSERV SRL,7920694,4711,"Municipiul Oradea, Str. GENERAL DAVID PRAPORGESCU, Nr. 18, Județ Bihor",2016,,3782,68,3714,,16399,16132,,,4049,200,,,0,,0,0,0,0,
MILFAV COMSERV SRL,7920694,4711,"Municipiul Oradea, Str. GENERAL DAVID PRAPORGESCU, Nr. 18, Județ Bihor",2017,,3782,68,3714,,16399,16132,,,4049,200,,,0,,0,0,0,0,
MILFAV COMSERV SRL,7920694,4711,"Municipiul Oradea, Str. GENERAL DAVID PRAPORGESCU, Nr. 18, Județ Bihor",2018,,3782,68,3714,,16399,16132,,,4049,200,,,0,,0,0,0,0,
MILFAV COMSERV SRL,7920694,4711,"Municipiul Oradea, Str. GENERAL DAVID PRAPORGESCU, Nr. 18, Județ Bihor",2019,,3782,68,3714,,16399,16132,,,4049,200,,,0,,0,0,0,0,
LEMEBI COM SRL,3182969,4711,"Municipiul Oradea, Str. GEORGE EMIL PALADE, Nr. 9, Județ Bihor",2016,,4358,4331,27,,,5758,,,-1400,200,,,0,50,0,50,0,50,
LEMEBI COM SRL,3182969,4711,"Municipiul Oradea, Str. GEORGE EMIL PALADE, Nr. 9, Județ Bihor",2018,,4358,4331,27,,,5844,,,-1486,200,,,0,0,0,0,0,0,
LEMEBI COM SRL,3182969,4711,"Municipiul Oradea, Str. GEORGE EMIL PALADE, Nr. 9, Județ Bihor",2017,,4358,4331,27,,,5844,,,-1486,200,,,0,86,0,86,0,86,
LEMEBI COM SRL,3182969,4711,"Municipiul Oradea, Str. GEORGE EMIL PALADE, Nr. 9, Județ Bihor",2019,,4358,4331,27,,,5844,,,-1486,200,,,0,,0,0,0,0,
EXTRAPAN SRL,66633,4711,"Municipiul Oradea, Str. IOAN CANTACUZINO, Nr. 11, Bloc AN50, Județ Bihor",2017,67519,,,,,,182119,,,-114600,200,,,0,,0,0,0,0,
EXTRAPAN SRL,66633,4711,"Municipiul Oradea, Str. IOAN CANTACUZINO, Nr. 11, Bloc AN50, Județ Bihor",2018,67519,,,,,,182119,,,-114600,200,,,0,,0,0,0,0,
EXTRAPAN SRL,66633,4711,"Municipiul Oradea, Str. IOAN CANTACUZINO, Nr. 11, Bloc AN50, Județ Bihor",2016,67519,,,,,,182119,,,-114600,200,,,0,,0,0,0,0,
EXTRAPAN SRL,66633,4711,"Municipiul Oradea, Str. IOAN CANTACUZINO, Nr. 11, Bloc AN50, Județ Bihor",2019,67519,,,,,,182119,,,-114600,200,,,0,,0,0,0,0,
COMVIC SRL,3538064,4711,"Municipiul Oradea, Str. IZVORULUI, Nr. 10/C, Județ Bihor",2016,,,,,,,7969,,,-7969,200,,0,0,,0,0,0,0,
